1282	Muiriel is 20 now.	485968	म्यूरियल अब बीस साल की हो गई है।
1282	Muiriel is 20 now.	2060319	म्यूरियल अब बीस साल की है।
1294	Education in this world disappoints me.	485564	मैं इस दुनिया में शिक्षा पर बहुत निराश हूँ।
1302	That won't happen.	2060320	वैसा नहीं होगा।
1308	I miss you.	2060321	मुझें तुम्हारी याद आ रही है।
1308	I miss you.	2060322	मुझें आपकी याद आ रही है।
1311	You should sleep.	2060324	तुम्हें सोना चाहिए।
1311	You should sleep.	2060325	आपको सोना चाहिए।
1317	I never liked biology.	485982	मुझे जीव विज्ञान कभी भी पसंद नहीं था।
1323	No I'm not; you are!	485806	मैं नहीं हूँ, तुम हो!
1324	That's MY line!	590040	वह तो मेरी लाईन है!
1326	Are you sure?	2060327	पक्का?
1329	Hurry up.	2060328	जल्दी करो!
1330	It doesn't surprise me.	2060329	इससे मुझें आश्चर्य नहीं होता।
1330	It doesn't surprise me.	2060330	इससे मुझें ताज्जुब नहीं होता।
1332	For some reason I feel more alive at night.	505355	पता नहीं क्यों मुझे रात में ज़्यादा ज़िन्दा महसूस होता है।
1339	I'm so fat.	2060331	मैं कितना मोटा हूं।
1339	I'm so fat.	2060332	मैं कितनी मोटी हूं।
1348	That's because you're a girl.	505436	इसलिए क्योंकि तुम लड़की हो।
1386	I didn't like it.	2060335	मुझे अच्छा नहीं लगा।
1386	I didn't like it.	2060336	मुझे पसंद नहीं आया।
1391	You can do it.	3643449	तुम कर सकते हो।
1391	You can do it.	3643450	तुम कर सकती हो।
1402	That wasn't my intention.	2060337	मेरा वह इरादा नहीं था।
1423	It seems interesting to me.	514023	मुझे बहुत मज़ेदार लगती है!
1423	It seems interesting to me.	514025	मुझे बहुत दिलचस्प लगती है!
1426	What did you answer?	484124	तुमने क्या जवाब दिया?
1426	What did you answer?	3643457	तुम ने क्या जवाब दिया?
1426	What did you answer?	3643458	आप ने क्या जवाब दिया?
1431	Where is the problem?	485557	मुश्किल क्या है?
1431	Where is the problem?	485558	मुश्किल कहाँ है?
1434	I love you.	475911	मैं तुमसे प्यार करती हूँ।
1434	I love you.	475912	मैं तुमसे प्यार करता हूँ।
1434	I love you.	475913	मैं आपसे प्यार करता हूँ।
1434	I love you.	475914	मैं आपसे प्यार करती हूँ।
1434	I love you.	3223740	मुझे तुमसे प्यार है।
1446	I didn't want this to happen.	561263	मैं नहीं चाहता था कि ऐसा हो।
1478	Bearing can be unbearable.	498606	बर्दाश्त की भी हद होती है।
1481	Tomorrow, he will land on the moon.	483032	कल वह चाँद पर उतरेगा।
1506	"When will you be back?" "It all depends on the weather."	475863	"कब वापस आओगे?" "यह तो मौसम देख कर पता चलेगा।"
1507	"What's the matter?" asked the little white rabbit.	491738	"क्या बात है?" छोटे सफ़ेद खरगोश ने पूछा।
1530	Allen is a poet.	455250	ऐलन कवि है।
1530	Allen is a poet.	3644061	अॅलेन कवी है।
1550	Democracy is the worst form of government, except all the others that have been tried.	480226	लोकतंत्र सरकार का सबसे घिनौना रूप है, अगर बाकी सारी तरह की सरकारों को अंदेखा किया जाए तो।
1555	When I left the train station, I saw a man.	494185	मैंने ट्रेन स्टेशन से निकलने के समय एक आदमी को देखा।
1561	Did you miss me?	475999	मेरी याद आई क्या?
1564	Thank you very much!	463389	आपका बहुत बहुत धन्यवाद!
1564	Thank you very much!	487250	आपका बहुत बहुत शुक्रिया!
1566	I'll take him.	482447	मैं उसे लेलूँगा।
1578	They say love is blind.	3644065	कहते हैं कि प्यार अंधा होता है।
1597	It's impossible for me to explain it to you.	480252	मुझे तुमको यह बात समझाना नामुमकिन है।
1618	It is already eleven.	485565	ग्यारह बज चुके हैं।
1625	I have a bone to pick with you.	487269	मैं तुमसे खुश नहीं हूँ।
1639	The world is a den of crazies.	516658	दुनिया पागलों से भरी हुई है।
1646	My name is Jack.	516787	मेरा नाम जैक है।
1654	Would you like to dance with me?	487270	मेरे साथ नाचना चाहोगी क्या?
1654	Would you like to dance with me?	487271	मेरे साथ डान्स करना चाहती हो क्या?
1658	Italy is a very beautiful country.	3669377	इटली एक बहुत सुंदर देश है।
1664	Open your mouth!	516668	अपना मूँह खोलो!
1690	Nobody came.	495935	कोई नहीं आया।
1712	I have a headache.	588567	मेरे सिर में दर्द हो रहा है।
1712	I have a headache.	588569	मुझे सिरदर्द हो रहा है।
1719	It's too expensive!	484092	बहुत महंगा है!
1719	It's too expensive!	484093	बहुत महंगी है!
1726	You should have listened to me.	516696	तुम्हें मेरी बात सुन लेनी चाहिए थी।
1754	I'm starving!	516779	मैं भूख से मरा जा रहा हूँ।
1758	I am married and have two children.	486353	मैं शादीशुदा हूँ और मेरे दो बच्चे हैं।
1776	Who searches, finds.	491578	जो ढूँढता है, उसीको मिलता है।
1798	I don't think, therefore I am not.	2072476	मैं सोचता नहीं, अतः मैं नहीं हूं।
1798	I don't think, therefore I am not.	2072477	मैं सोचती नहीं, अतः मैं नहीं हूं।
1801	I find foreign languages very interesting.	443077	मेरे ख़याल से विदेशी भाषाएँ बहुत ही दिलचस्प होतीं हैं।
1813	It's cold.	483769	ठंड हो रही है।
1817	When you can't do what you want, you do what you can.	450972	जब वह नहीं कर सकते जो करना चाहते हो, तो वह करो जो कर सकते हो।
1820	You didn't tell him anything?	511754	तुमने उसे कुछ भी नहीं बताया?
1821	You made me lose my mind.	498178	तुमने मुझे पागल कर दिया।
1824	Could you call again later, please?	581863	क्या आप थोड़ी देर बाद फिरसे फ़ोन कर सकतें हैं?
1860	I don't want to go to school.	3633435	मैं स्कुल जाना नहीं चाहता हूँ।
1867	Justice is expensive.	513996	इंसाफ़ महंगा होता है।
1965	Blind people sometimes develop a compensatory ability to sense the proximity of objects around them.	457029	कुछ नेत्रहीन व्यक्तियों में उनके आास-पास की चीज़ों की दूरी को महसूस करने की क्षतिपूरक क्षमता पैदा हो जाती है।
2005	I cannot dance one single step of Salsa.	3212893	मुझे साल्सा नाचना बिलकुल नहीं आता।
2007	I like my job very much.	485804	मुझे अपना काम बहुत पसंद है।
2031	But you've never told me about this!	491920	पर तुमने मुझे यह पहले कभी बताया नहीं था!
2037	You had plenty of time.	480201	तुम्हारे पास काफ़ी समय था।
2042	How many sandwiches are there left?	480259	कितने सैंडविच बचे हैं?
2076	I can't believe it!	482442	मुझे विश्वास नहीं होता!
2088	He's rich. He doesn't need money!	505120	वह अमीर है। उसे पैसों की ज़रूरत नहीं है।
2089	He's sleeping like a baby.	486037	वह बच्चे की तरह सो रहा है।
2093	There's a secret path on the left.	480206	बाईं ओर को एक गुप्त रास्ता है।
2103	Are you saying my life is in danger?	477728	क्या तुम कह रहे हो कि मेरी जान ख़तरे में है?
2107	So what if I am gay? Is it a crime?	3645609	तो क्या अगर मैं गे हूँ? कोई अपराध है क्या?
2114	I spent the whole afternoon chatting with friends.	561252	मैंने दोपहरभर अपने दोस्तों से गप मारी।
2120	Sir, you are not allowed to park your car here.	475993	आप अपनी गाड़ी यहाँ खड़ी नहीं कर सकते हैं।
2182	When I was your age, Pluto was a planet.	3621358	जब मैं तुम्हारी उम्र का था तब प्लूटो ग्रह था।
2193	If I don't do it now, I never will.	494208	अगर मैं अभी नहीं करूँगा तो कभी नहीं करूँगा।
2197	Perhaps you are right, I have been selfish.	516811	शायद तुम सही हो, शायद मैं स्वार्थी रहा हूँ।
2228	We men are used to waiting for the women.	494190	हम मर्दों को औरतों का इंतेज़ार करने की आदत है।
2260	Take good care of yourself.	505408	अपना अच्छे से ख़याल रखना।
2301	Do you have a pen on you?	465647	तुम्हारे पास कलम है क्या?
2308	The sooner, the better.	443060	जितना जल्दी उतना अच्छा।
2319	I don't know him.	482476	मैं उसे नहीं जानता।
2325	Look carefully. I'm going to show you how it's done.	498174	ग़ौर से देखा। मैं तुम्हें दिखाऊँगा कैसे किया जाता है।
2329	Fifty-two per cent of British women prefer chocolate to sex.	3652002	बावन प्रतिशत ब्रिटिश औरतें सेक्स से ज़्यादा चॉकलेट पसंद करती हैं।
2368	He's a good person.	588590	वह अच्छा इनसान है।
2378	Make yourself at home.	487513	इसको अपना घर ही समझो।
2393	I'm going to take a bath.	739770	मैं नहाने जा रहा हूँ।
2424	Don't forget the ticket.	3213498	टिकट भूलना मत।
2437	I talked to friends.	2077942	मैंने दोस्तों से बात की।
2444	Tell me what happened.	450408	मुझे बताओ क्या हुआ।
2449	It's more difficult than you think.	3225309	जितना तुम सोच रहे हो उतना आसान नहीं है।
2459	I don't know if I'll have time to do it.	516812	मुझे नहीं पता मेरे पास यह करने के लिए समय होगा कि नहीं।
3257	For once in my life I'm doing a good deed... And it is useless.	482429	मैंने ज़िन्दगी में पहली बार कोई अच्छा काम किया पर वह भी बेकार निकला।
6036	It's been ten years since we last met.	475945	हमारी पिछली मुलाक़ात से अब दस साल हो गए हैं।
6048	I buried my dog at the pet cemetery.	514101	मैंने अपने कुत्ते को पालतू जानवरों के कब्रिस्तान में बरी कर दिया।
9587	You should take care of your sick mother.	509370	तुम्हें अपनी बीमार माँ का ख़याल रखना चाहिए।
9594	Can you keep a secret?	483784	तुम राज़ रख सकते हो क्या?
9601	You are tired, aren't you?	488709	तुम थक गए हो, है ना?
15804	Are you younger than him?	459411	तुम उससे छोटे हो क्या?
15806	You must take his age into account.	514078	तुम्हें उसकी उम्र का भी लिहाज़ करना चाहिए।
15812	All you have to do is follow his advice.	498221	तुम्हें बस उसकी सलाह के मुताबिक काम करना होगा।
15833	It would be better for you not to ask him for advice.	487482	बहतर होगा कि तुम उससे सलाह न माँगो।
15864	You must study hard.	473754	तुम्हें मन लगाकर पढ़ना होगा।
15889	It is necessary for you to see a doctor at once.	486334	तुम्हें जल्द-से-जल्द डॉक्टर के पास जाने की ज़रूरत है।
15909	Are you meeting someone here?	498567	तुम यहाँ किसी से मिल रहे हो क्या?
15921	You may have read this book already.	1681317	तुमने यह किताब पहले ही पढ़ी होगी.
15971	Do you believe in God?	514143	क्या तुम भगवान में विश्वास करते हो?
16007	You ought not to have spent so much money on your hobby.	480297	तुम्हें अपने शौक पर इतने सारे पैसे खर्च नहीं करने चाहिए थे।
16020	Can you drive a car?	485530	तुम्हें गाड़ी चलाना आता है क्या?
16020	Can you drive a car?	485531	तुम गाड़ी चला सकते हो क्या?
16032	Do you have a room of your own?	516796	क्या तुम्हारे पास अपना खुद का कमरा है?
16097	You had better do as I suggest.	590003	बहतर होगा कि तुम वैसा ही करो जैसा मैं बताऊं।
16127	You look happy today.	515444	तुम आज खुश लगते हो।
16159	You have to go.	483902	तुम्हें जाना होगा।
16218	You should conform to the rules.	516710	तुम्हें नियमों का पालन करना चाहिए।
16238	Would you like to go abroad?	498236	तुम विदेश जाना चाहती हो क्या?
16240	You should have attended the meeting.	510253	तुम्हें मीटिंग में आना चाहिए था।
16254	How many books do you have?	513980	तुम्हारे पास कितनी किताबें हैं?
16255	What are you looking for?	498185	क्या ढूँढ रहे हो?
16262	What are you going to be?	498235	तुम क्या बनोगे?
16308	Did you read it at all?	484001	तुमने पूरा पढ़ लिया क्या?
16309	You have only to study hard, and you will pass the test.	485874	तुम्हें टेस्ट पास करने के लिए बस मन लगाकर पढ़ना होगा।
16338	You are too ready to speak ill of others.	491014	तुम हमेशा लोगों की बुराई करने को तैयार रहते हो।
16439	You'll have to manufacture some kind of excuse.	498087	तुम्हें कोई-न-कोई बहाना बनाना पड़ेगा।
16444	How rude of you!	588547	कितने बदतमीज़ हो तुम!
16444	How rude of you!	588548	बदतमीज़!
16466	How long will you stay here?	517895	आप यहाँ कितने दिन रहेंगे?
16486	Where were you?	485753	तुम कहाँ थे?
16486	Where were you?	487487	आप कहाँ थे?
16493	How did you come to know her?	506444	तुम उसे कैसे जानते थे?
16501	What have you come here for?	484103	तुम यहाँ क्यों आए हो?
16501	What have you come here for?	484104	आप लोग यहाँ क्या करने के लिए आए हैं?
16598	You owe me an apology for that.	486028	तुम्हें इस बात के लिए मुझसे माफ़ी माँगनी चाहिए।
16698	You should make use of this chance.	516817	तुम्हें इस मौके का फ़ायदा उठाना चाहिए।
16698	You should make use of this chance.	516818	तुम्हें इस मौके को गवा नहीं देना चाहिए।
16715	You can study here.	3665660	तुम यहाँ पढ़ाई कर सकते हो।
16715	You can study here.	3665661	तुम यहाँ पढ़ाई कर सकती हो।
16745	Haven't you got any money?	485833	तुम्हारे पास कुछ पैसे नहीं हैं क्या?
16759	When did you begin studying English?	2079389	आपने अंग्रेज़ी सीखना कब शुरू किया?
16759	When did you begin studying English?	2079390	तुमने अंग्रेज़ी सीखना कब शुरू किया?
16759	When did you begin studying English?	2079391	तुम कब से अंग्रेज़ी सीखने लगे?
16759	When did you begin studying English?	2079392	तुम कब से अंग्रेज़ी सीखने लगी?
16759	When did you begin studying English?	2079393	आप कब से अंग्रेज़ी सीखने लगें?
16759	When did you begin studying English?	2079394	आप कब से अंग्रेज़ी सीखने लगीं?
16765	You are always complaining.	516686	तुम हमेशा शिकायत करते रहते हो।
16846	You can't go naked in this hotel.	2076927	तुम इस होटेल में नंगे नहीं जा सकते।
16846	You can't go naked in this hotel.	2076928	आप इस होटेल में नंगे नहीं जा सकतें।
16846	You can't go naked in this hotel.	2076929	तुम इस होटेल में नंगी नहीं जा सकती।
16846	You can't go naked in this hotel.	2076931	आप इस होटेल में नंगी नहीं जा सकती।
16871	Your friendship is most precious to me.	2083171	तुम्हारी दोस्ती ही मेरे लिए सबसे अनमोल है।
16871	Your friendship is most precious to me.	2083172	आपकी दोस्ती ही मेरे लिए सबसे अनमोल है।
16881	Where are your eyes?	485515	तुम्हारी आँखें कहाँ हैं?
16889	Your daughter is not a child anymore.	506474	तुम्हारी बेटी अब बच्ची नहीं है।
16917	You have been beaten. Give in!	485993	तुम हरा दिए गए हो। हार मान भी लो।
16925	It's your move.	588601	तुम्हारी चाल है।
16926	Your hair is too long.	485883	तुम्हारे बाल कुछ ज़्यादा ही लम्बे हैं।
16996	Mind your own business!	505272	अपने काम से काम रखो!
17101	Your bicycle is similar to mine.	459410	तुम्हारी साईकल मेरी साईकल जैसी है।
17103	Is your watch correct?	588608	तुम्हारी घड़ी सही है क्या?
17113	Your examination results are excellent.	509337	तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं।
17130	May we accompany you on your walk?	455225	हम तुम्हारे साथ सैर करने चलें क्या?
17192	You have the freedom to travel wherever you like.	516828	तुम्हारे पास जहाँ भी जाने की मर्ज़ी हो वहाँ जाने की आज़ादी है।
17212	I think you're right.	609866	मेरे ख़याल से तुम सही हो।
17224	You may be right.	480258	तुम शायद सही हो।
17282	That is no business of yours.	505260	इसका तुमसे कोई लेना-देना नहीं है।
17287	Your house needs repairing.	498184	तुम्हारे मकान को मरम्मत की ज़रूरत है।
17298	Can I use your pencil?	485813	मैं तुम्हारी पेनसिल इस्तेमाल कर सकता हूँ क्या?
17400	Here is your bag.	588511	यह लो, तुम्हारा बस्ता।
17500	You've got nothing to complain of.	485566	तुम्हारे पास शिकायत करने के लिए को भी वजह नहीं है।
17555	Didn't I tell you so?	487474	मैंने तुम्हें बताया नहीं था?
17660	Who is your teacher?	486310	तुम्हारे टीचर कौन हैं?
17726	Either you or I am wrong.	968332	या तुम गलत हो या मैं |
17777	The success resulted from your efforts.	498222	यह कामयाबी तुम्हारे कर्मों का फल है।
17845	It makes no difference whether you agree or not.	465627	तुम मानो या न मानो, उससे कोई फ़र्क नहीं पड़ता।
17854	It will not make much difference whether you go today or tomorrow.	459436	तुम आज जाओ या कल, इससे ज़्यादा फ़र्क नहीं पड़ेगा।
17886	Be sure to put out the fire before you leave.	516687	जाने से पहले आग को बुझाना मत भूलना।
17916	Whatever you say, I'll marry her.	455237	तुम जो भी कहो, मैं तो उससे शादी कर के ही रहूँगा।
18018	I can't allow you to do that.	516663	मैं तुम्हें यह करने नहीं दे सकता।
18074	You can do this with ease.	514097	तुम यह आसानी से कर सकता हो।
18086	Take off your socks, please.	505435	अपने मोज़े उतारिए।
18114	Your feet are swollen because your shoes are too small.	485820	तुम्हारे पैर सूज गए हैं क्योंकि तुम्हारे जूते बहुत छोटे हैं।
18161	Hunger drove him to steal.	459434	भूख ने उसे चोरी करने पर मजबूर किया।
18180	Karate is an art of unarmed defense.	450330	कराटे निहत्थे रक्षा की कला है।
18180	Karate is an art of unarmed defense.	450331	कराटे बेहथियार रक्षा की कला है।
18255	We would die without air.	491300	हम हवा के बिना मर जाएँगे।
18262	Without air there can be no wind or sound on the moon.	487456	वातावरण के बिना चाँद पर हवा और आवाज़ नहीं हो सकतीं।
18270	Look up to the skies.	487497	आसमानों को देखो।
18283	The sky clouded over.	491899	आसमान बादल-बादल हो गया।
18320	There are billions of stars in the sky.	3661693	आकाश में कई अरब सितारे हैं।
18331	You can see a lot of stars in the sky.	609428	तुम्हें आसमान में बहुत सारे सितारे दिखाई देंगे।
18346	Seen from the sky, the river looked like a huge snake.	581705	आसमान से वह नदी एक विशाल सांप की तरह दिख रही थी।
18538	The rich are not always happier than the poor.	2047829	अमीर हमेशा गरीबों से ज़्यादा ख़ुश नहीं होते।
18543	He may be rich, but he is stingy.	491699	वह अमीर है हो है पर कंजूस भी है।
18547	I'm broke.	505155	मेरा दीवालिया हो चुका है।
18557	Get out your wallet.	2075750	अपना बटुआ निकालो।
18557	Get out your wallet.	2075753	अपना बटुआ निकालें।
18557	Get out your wallet.	2075755	अपना बटुआ निकालिए।
18628	Too much money?	491768	पैसे बहुत ज़्यादा हैं क्या?
18674	A fire broke out near my house.	516760	मेरे घर के पड़ोस में आग लग गई थी।
18694	Business is so slow these days.	484019	कारोबार में आजकल मंदी पड़ गई है।
18799	What number should I call in case of an emergency?	491594	आपातकालीन स्तिथि में मुझे क्या नम्बर मिलाना चाहिए?
18801	In case of emergency, call 119.	883260	आपातकाल में ११९ को फ़ोन करें
18816	I advise you to stop smoking.	455235	मेरे ख़याल से तुम्हें सिगरेट पीना छोड़ देना चहिए।
18816	I advise you to stop smoking.	455236	मैं तुम्हें सिगरेट पीना छोड़ देने की सलाह देना चाहता हूँ।
18876	You startled me!	590043	तुमने मुझे डरा दिया!
18889	To my surprise, she could not answer the question.	475990	मैं हैरान था कि वह सवाल का जवाब नहीं दे पाई।
18968	Tom started the engine.	588456	टॉम ने इंजन को चालू कर दिया।
18969	Mr Hashimoto is known to everyone.	484079	हाशिमोतो-जी को सभी जानते हैं।
18983	The bridge is safe; you can drive across.	465611	ब्रिज सुरक्षित है, तुम उसपर गाड़ी चलाकर जा सकते हो।
18988	Do you know the man standing on the bridge?	450369	तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?
19031	It is the students' duty to clean their classrooms.	482428	अपनी कक्षा की सफ़ाई करना विद्यार्थियों का कर्तव्य होता है।
19033	Take off your hat when you enter a classroom.	498229	क्लासरूम में घुसते समय अपनी टोपी उतारा करो।
19100	You must not forget your schoolbooks.	3070007	तुम्हें अपनी पाठशाला की पुस्तकें नहीं भूलनी चाहिए।
19321	There are many old temples in Kyoto.	518713	क्योटो में बहुत सारे पुराने मंदिर हैं।
19340	How is it going in the fish market?	487257	मछली बाज़ार में कैसा चल रहा है?
19346	Fish live in the water.	505037	मछलियाँ पानी में जीतीं हैं।
19350	Fish live in the sea.	487268	मछलियाँ समुंदर में रहतीं हैं।
19371	I'm allergic to fish.	475997	मुझे मछली से एलर्जी है।
19375	The fisherman exaggerated the size of the fish he had caught.	611445	मछवारे ने पकड़ी हुई मछली के आकार को बढ़ा-चढ़ाकर बताया।
19453	Is there a milkman?	3667922	दूधवाला है?
19512	I ran into an old friend.	465603	मेरी एक पुराने दोस्त से मुलाक़ात हुई।
19560	Misfortunes never come singly.	484032	मुसीबत अकेले नहीं आती।
19564	Rub salt in the wound.	483970	जले पर नमक छिड़कना।
19591	Do you need an ambulance?	611432	आपको ऐमब्यूलेंस की ज़रूरत है क्या?
19640	Hurry, and you will catch the train.	739776	जल्दी करो तो ट्रेन पकड़ सकते हो।
19663	Hurry up, and you can catch the train.	516772	जल्दी करोगे तो अभी भी ट्रेन पकड़ सकते हो।
19670	Hurry up, or you'll miss the bus.	486364	जल्दी करो नहीं तो बस छूट जाएगी।
19705	You make mistakes if you do things in a hurry.	449377	जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।
19847	I haven't seen him for a long time.	511735	मैंने उसे बहुत दिनों से नहीं देखा है।
19948	Smoking will do you a lot of harm.	518705	धूम्रपान आपको हानि पहुँचाएगा।
20058	What is the difference between imitation and real diamonds?	465622	असली और नकली हीरों में क्या फ़र्क होता है?
20094	What is done cannot be undone.	485871	होनी को अनहोनी नहीं किया जा सकता।
20094	What is done cannot be undone.	485872	जो हो चुका है सो हो चुका है।
20204	Reporter: Did you buy her a kitten?	515379	रिपोर्टर: क्या आपने उसके लिए बिल्ली खरीदी थी?
20272	Our train stopped suddenly.	486289	हमारी ट्रेन अचानक रुक गई।
20334	Please make yourself at home.	487513	इसको अपना घर ही समझो।
20334	Please make yourself at home.	487515	इसको अपना घर ही समझिए।
20349	What's the temperature?	491827	तापमान क्या है?
20426	You can go home if you like.	3664179	चाहो तो घर जा सकते हो।
20426	You can go home if you like.	3664180	चाहो तो घर जा सकती हो।
20531	Keep sight of the flag.	484015	झंडे को नज़र में रखना।
20551	There is a book on the desk.	451286	मेज़ पर किताब है।
20580	There is a bag on the desk.	463397	मेज़ पर बस्ता रखा हुआ है।
20585	There is a cat under the desk.	455231	मेज़ के नीचे एक बिल्ली है।
20595	I agree with you to a degree.	491668	मैं तुम्हारे साथ एक हद तक सहमत हूँ।
20606	Don't give up hope.	475989	उम्मीद मत छोड़ो।
20621	Strange as it may sound, this is true.	486382	चाहे सुनने में जितना भी अजीब लगे, यह सच है।
20678	I will be pleased to help you.	485890	मुझे आपकी मदद करके खुशी होगी।
20759	Turn your face this way.	609371	अपना मूँह इस ओर मोड़ो।
20759	Turn your face this way.	609372	अपना मूँह इस तरफ़ मोड़ो।
20790	I don't exist to you.	485771	मैं तुम्हारी आँखों में मर चुका हूँ।
20792	I've lost my glasses.	506456	मेरा चश्मा खो गया है।
20792	I've lost my glasses.	506457	मेरे चश्मे खो गए हैं।
20801	Cancer can be cured if discovered in time.	691651	कैंसर का अगर समय में पता चल जाए, तो उसका इलाज हो सकता है।
20831	It's as deep as it is wide.	2077929	जितना गहरा है, उतना ही चौड़ा है।
20831	It's as deep as it is wide.	2077930	जितनी गहरी है, उतनी ही चौड़ी है।
20858	Don't be afraid of making mistakes.	484120	ग़लतियाँ करने से मत डरो।
21021	We ought to do our best not to pollute our environment.	509994	हमे पर्यावरण के प्रदूषण को रोकने का प्रयास करना चाहिए।
21026	Kanji are difficult to read.	491575	चीनी अक्षर पढ़ने में मुश्किल होते हैं।
21053	The patient was lying in the bed with his eyes closed.	3214238	मरीज़ आँखें बंद कर बिस्टर पर लेटा हुआ था।
21133	I feel cold. Do you mind closing the window?	514108	मुझे ठंड लग रही है। खिड़की बंद कर सकते हो क्या?
21267	Have fun.	588490	मज़े करना।
21267	Have fun.	588491	मौज करना।
21308	It's been nice talking to you, but I really must go now.	476286	आपसे बात करके खुशी हुई, पर अब मुझे जाना पड़ेगा।
21336	Not all the students were present in class.	2079381	कक्षा में सभी विद्यार्थी उपस्थित नहीं थें।
21434	The students assisted the professor in the investigation.	600417	छात्रों ने प्रोफेसर की तहकीकात में सहायता करी।
21520	School begins in April.	451297	स्कूल अप्रैल में शुरू होता है।
2937733	School is over at 3:30.	487472	स्कूल साढ़े तीन बजे छूटता है।
21549	School begins at eight-thirty.	487409	स्कूल साढ़े-आठ बजे शुरू होता है।
21643	The more we learn, the better we realize our ignorance.	2077918	जितना ज़्यादा हम सीखते हैं, उतना हि बहतर हमें हमारी अज्ञानता का अहसास होता है।
21657	After the revolution, France became a republic.	3666265	क्रांति के बाद, फ़्रांस एक गणतंत्र बना।
21670	There's a pub just around the corner.	2070034	बस उस कोने के आगे ही एक मदिरालय है।
21704	I'm sure I've seen him before.	511720	मुझे यकीन है कि मैंने उसे पहले देखा हुआ है।
21829	If you shout from the top of a cliff, you can hear the echo of your voice.	483888	अगर तुम ऊँची चट्टान पर जाकर चिल्लाओ तो अपनी आवाज़ की गूँज सुन सकते हो।
21861	Make sure to turn off all the lights before going out.	485822	बहार जाने से पहले सारी बत्तियाँ बंद करना मत भूलना।
21862	I would rather stay at home than go out.	494207	मुझे बाहर जाने से घर में रहना पसंद है।
21867	Didn't you go out?	3216263	आप बाहर नहीं गए थें क्या?
21867	Didn't you go out?	3216264	तुम बाहर नहीं गए थे क्या?
21867	Didn't you go out?	3216265	तू बाहर नहीं गया था क्या?
21906	It is often said that the best way to learn a foreign language is to go to the country where it is spoken.	480233	अक्सर कहा जाता है कि किसी भी विदेशी भाषा को सीखने का सबसे अच्छा तरीका उस देश में जाकर रहना होता है।
21909	Learning a foreign language is fun.	450982	विदेषी भाषा सीखना बहुत मज़ेदार होता है।
22098	Everybody came to the class on time.	485523	सभी लोग क्लास में समय पर पहुँचे।
22110	How is everyone?	588508	सब लोग कैसे हैं?
22132	Everybody laughed.	2079412	सभी हँसे।
22288	Cover up the injured man with this blanket.	514053	घायल आदमी को इस कंबल से ढक दो।
22342	Cross off the names of the people who have paid their dues.	475828	जो पैसे भर चुकें हैं, उनके नाम काट दो।
22360	Management of a company is different from ownership of a company.	505126	किसी कम्पनी को चलाना उसके मालिक बनने से फ़र्क होता है।
22513	Fix a date for the meeting.	484037	मीटिंग के लिए तारीख पक्की करो।
22535	How many people were present at the meeting?	1005712	बैठक मैं कितने लोग मौजूद थे ?
22667	We gave our mother a watch.	2070012	हमने हमारी मां को एक घड़ी दी।
22735	We accepted his offer.	485554	हमने उसके प्रस्ताव को स्वीकार कर लिया।
22846	We shared the profit among us all.	505422	हमने मुनाफ़े को अपने बीच बाँटा।
22850	We are against war.	451241	हम जंग के ख़िलाफ़ हैं।
22850	We are against war.	451242	हम युद्ध का विरोध करते हैं।
22867	We should observe the speed limit.	518737	हमे गति सीमा का पालन करना चाहिए।
22869	We are anxious for world peace.	509340	हम विश्व शांति के लिए तत्पर हैं।
22910	We are firmly confident of victory.	515424	हमको अपनी जीत का पूरा यकीन है।
22947	We must abide by the rules of the game.	510277	हमे खेल के नियमों का पालन करना पड़ेगा।
22948	We should do away with the death penalty.	484000	हमें मौत की सज़ा को हटा देना चाहिए।
23096	We must rescue the environment from pollution.	2077906	हमें पर्यावरण को प्रदूषण से बचाना चाहिए।
23162	We investigated the matter from all angles.	600418	हमने मामले की हर पहलू से छानबीन करी।
23192	We voted for the candidate.	506513	हमने उस उम्मीदवार को चुना।
